Wavelength,Intensity
315.0,4.440208333333334
316.0,5.108958333333334
317.0,5.729791666666667
318.0,6.777708333333333
319.0,7.802708333333335
320.0,9.540208333333336
321.0,11.517291666666669
322.0,13.979791666666667
323.0,16.627708333333334
324.0,19.494375
325.0,22.463124999999998
326.0,25.713124999999998
327.0,28.963124999999998
328.0,32.22979166666667
329.0,34.990208333333335
330.0,38.17979166666667
331.0,41.375625
332.0,44.575625
333.0,47.52979166666667
334.0,50.486041666666665
335.0,53.42979166666667
336.0,56.02354166666667
337.0,58.72145833333334
338.0,61.45270833333334
339.0,64.52562499999999
340.0,67.38187500000001
341.0,70.24854166666665
342.0,73.17354166666667
343.0,76.28395833333335
344.0,78.53604166666668
345.0,80.56104166666665
346.0,82.00687500000001
347.0,82.919375
348.0,83.25687500000001
349.0,83.10270833333334
350.0,82.53604166666668
351.0,81.74020833333333
352.0,79.77770833333332
353.0,77.35479166666667
354.0,74.56729166666668
355.0,70.68187499999999
356.0,66.69229166666668
357.0,62.615208333333335
358.0,58.29645833333334
359.0,54.138124999999995
360.0,50.673541666666665
361.0,47.34229166666667
362.0,44.43395833333334
363.0,41.844375
364.0,39.12354166666667
365.0,36.15895833333333
366.0,33.25270833333333
367.0,30.719375
368.0,28.358958333333334
369.0,25.844375
370.0,23.78395833333333
371.0,22.186041666666668
372.0,20.992291666666667
373.0,19.975625
374.0,19.217291666666668
375.0,18.506875
376.0,18.033958333333334
377.0,17.881875
378.0,17.944375
379.0,17.858958333333334
380.0,17.961041666666667
381.0,18.077708333333334
382.0,18.148541666666667
383.0,18.402708333333333
384.0,18.902708333333333
385.0,19.475625
386.0,20.231875000000002
387.0,21.121458333333337
388.0,22.431874999999998
389.0,23.63604166666667
390.0,25.06729166666667
391.0,26.717291666666668
392.0,28.788125
393.0,30.679791666666667
394.0,33.06520833333333
395.0,35.44229166666667
396.0,37.944375
397.0,40.519375000000004
398.0,43.09229166666667
399.0,45.392291666666665
400.0,47.79229166666667
401.0,49.71104166666667
402.0,51.51104166666667
403.0,52.84645833333334
404.0,54.354791666666664
405.0,55.20270833333334
406.0,56.11729166666667
407.0,56.427708333333335
408.0,56.394375000000004
409.0,55.615208333333335
410.0,54.17979166666667
411.0,53.05895833333333
412.0,51.681875
413.0,50.90270833333334
414.0,50.517291666666665
415.0,50.681875
416.0,51.406875
417.0,52.54645833333334
418.0,53.800625000000004
419.0,54.988125000000004
420.0,55.99854166666666
421.0,56.87354166666666
422.0,57.669374999999995
423.0,58.144375000000004
424.0,58.56312500000001
425.0,58.98395833333334
426.0,59.25270833333334
427.0,59.39229166666667
428.0,59.46520833333333
429.0,59.444375
430.0,59.34854166666667
431.0,59.28604166666667
432.0,59.181875
433.0,58.988125000000004
434.0,58.86729166666667
435.0,58.55479166666667
436.0,58.22770833333333
437.0,57.99645833333333
438.0,57.56729166666667
439.0,57.29645833333334
440.0,56.93812500000001
441.0,56.64020833333334
442.0,56.488125000000004
443.0,56.350625
444.0,56.09645833333334
445.0,56.09020833333333
446.0,55.806875
447.0,55.448541666666664
448.0,54.86104166666667
449.0,54.52770833333333
450.0,53.94645833333333
451.0,53.488125000000004
452.0,52.92979166666667
453.0,52.28395833333334
454.0,51.642291666666665
455.0,51.02354166666667
456.0,50.10479166666667
457.0,49.361041666666665
458.0,48.35479166666667
459.0,47.394375000000004
460.0,46.32354166666667
461.0,45.30479166666667
462.0,44.050625000000004
463.0,44.881875
464.0,49.08604166666667
465.0,55.82145833333333
466.0,62.244375
467.0,68.33604166666666
468.0,74.12770833333335
469.0,78.90895833333335
470.0,82.20479166666667
471.0,84.38187500000001
472.0,85.87145833333332
473.0,86.37562500000001
474.0,85.87770833333335
475.0,85.20479166666667
476.0,84.394375
477.0,83.00062500000001
478.0,81.50895833333334
479.0,79.90270833333332
480.0,78.07145833333334
481.0,76.21937500000001
482.0,74.64645833333333
483.0,72.64020833333333
484.0,70.61729166666666
485.0,68.76104166666667
486.0,66.66104166666668
487.0,64.51729166666667
488.0,62.225625
489.0,59.981874999999995
490.0,57.89854166666667
491.0,55.89020833333334
492.0,54.15895833333334
493.0,52.588125
494.0,50.925625000000004
495.0,49.77770833333334
496.0,48.550625000000004
497.0,47.544375
498.0,46.43395833333334
499.0,45.94229166666667
500.0,44.733958333333334
501.0,43.669375
502.0,42.583958333333335
503.0,41.33604166666667
504.0,40.361041666666665
505.0,39.27979166666667
506.0,38.208958333333335
507.0,37.16104166666667
508.0,36.231875
509.0,34.975625
510.0,33.906875
511.0,32.938125
512.0,31.738125000000004
513.0,30.65895833333333
514.0,29.00479166666667
515.0,27.777708333333337
516.0,26.25270833333333
517.0,24.72145833333333
518.0,23.038125
519.0,21.094375
520.0,19.090208333333333
521.0,17.252708333333334
522.0,15.213125000000002
523.0,13.419375000000002
524.0,11.242291666666667
525.0,9.286041666666666
526.0,7.798541666666669
527.0,6.313124999999999
528.0,4.913125000000001
529.0,3.531875000000001
530.0,2.4277083333333334
531.0,1.3256250000000005
