Wavelength,Intensity
78.33333333333331,15.483958333333334
80.66666666666663,17.229791666666667
82.99999999999994,19.427708333333335
85.33333333333331,21.761041666666667
87.66666666666663,24.479791666666667
89.99999999999994,27.392291666666665
92.33333333333331,29.961041666666667
94.66666666666663,33.206875
97.0,37.14645833333333
99.33333333333331,42.04020833333333
101.66666666666663,49.26520833333333
104.0,57.22145833333333
106.33333333333331,67.038125
108.66666666666663,76.98395833333333
111.0,87.21312499999999
113.33333333333331,95.71729166666667
115.66666666666663,103.44854166666666
118.0,109.36104166666667
120.33333333333331,113.981875
122.66666666666663,117.26520833333333
125.0,119.388125
127.33333333333331,119.138125
129.66666666666663,118.350625
132.0,115.62979166666666
134.33333333333331,111.438125
136.66666666666663,106.14854166666666
139.0,100.54645833333333
141.33333333333331,94.16520833333333
143.66666666666663,89.063125
146.0,83.49437499999999
148.33333333333331,78.02562499999999
150.66666666666663,72.263125
153.0,67.27354166666666
155.33333333333331,61.923541666666665
157.66666666666663,56.91104166666666
160.0,52.106874999999995
162.33333333333331,48.16104166666666
164.66666666666663,44.775625
167.0,41.05895833333333
169.33333333333331,37.823541666666664
171.66666666666663,34.80270833333333
174.0,32.35895833333333
176.33333333333331,30.198541666666667
178.66666666666663,27.971458333333334
181.0,25.794375
183.33333333333331,23.781875
185.66666666666663,21.983958333333334
188.0,20.746458333333333
190.33333333333331,19.175625
192.66666666666663,17.906875
195.0,16.840208333333333
197.33333333333331,15.844375
199.66666666666663,15.079791666666665
202.0,14.304791666666667
204.33333333333331,13.386041666666667
206.66666666666663,12.694375
209.0,12.002708333333333
211.33333333333331,11.650625
213.66666666666663,10.948541666666667
216.0,10.494375
218.33333333333331,9.986041666666667
220.66666666666663,9.890208333333334
223.0,9.444375
225.33333333333331,9.327708333333334
227.66666666666663,9.142291666666667
230.0,8.975625
232.33333333333331,8.808958333333333
234.66666666666663,8.706875
237.0,8.646458333333333
239.33333333333331,8.638125
241.66666666666663,8.542291666666667
244.0,8.600625
246.33333333333331,8.175625
248.66666666666663,8.088125
251.0,7.902708333333333
253.33333333333331,7.883958333333334
255.66666666666663,7.748541666666666
258.0,7.452708333333334
260.3333333333333,7.004791666666668
262.66666666666663,6.748541666666666
265.0,6.748541666666666
267.3333333333333,6.400625
269.66666666666663,6.100625
272.0,5.802708333333333
274.3333333333333,5.7527083333333335
276.66666666666663,5.2214583333333335
279.0,5.071458333333333
281.3333333333333,4.8568750000000005
283.66666666666663,4.679791666666667
286.0,4.398541666666667
288.3333333333333,4.0339583333333335
290.66666666666663,3.756875
293.0,3.494375
295.3333333333333,3.3860416666666664
297.66666666666663,3.1152083333333334
300.0,3.1297916666666667
302.3333333333333,2.975625
304.66666666666663,2.775625
307.0,2.4089583333333335
309.3333333333333,2.3756250000000003
311.66666666666663,2.342291666666667
314.0,2.1902083333333335
316.3333333333333,1.983958333333333
318.66666666666663,2.0735416666666664
321.0,1.9818749999999998
323.3333333333333,2.029791666666666
325.66666666666663,1.733958333333333
328.0,1.6652083333333334
330.3333333333333,1.4672916666666664
332.66666666666663,1.5360416666666665
335.0,1.4547916666666667
337.3333333333333,1.556875
339.66666666666663,1.3110416666666664
342.0,1.3818749999999997
344.3333333333333,1.3172916666666665
346.66666666666663,1.400625
349.0,1.119375
351.3333333333333,1.2714583333333331
353.66666666666663,1.1464583333333331
356.0,1.0964583333333333
358.3333333333333,0.8797916666666665
360.66666666666663,0.9443749999999997
363.0,0.8318749999999999
365.3333333333333,0.994375
367.66666666666663,0.9964583333333332
370.0,0.9756249999999997
372.3333333333333,0.9756249999999997
374.66666666666663,0.9152083333333334
377.0,0.8527083333333334
379.3333333333333,0.7902083333333334
381.66666666666663,0.7297916666666666
384.0,0.9027083333333332
386.3333333333333,0.8797916666666665
388.66666666666663,0.8443750000000001
391.0,0.8881249999999998
393.3333333333333,0.9589583333333331
395.66666666666663,0.9902083333333331
398.0,0.8214583333333334
400.3333333333333,0.9172916666666666
402.66666666666663,0.8756250000000001
405.0,0.7818750000000001
407.3333333333333,0.827708333333333
409.66666666666663,0.733958333333333
412.0,0.6589583333333333
414.3333333333333,0.5943750000000001
416.66666666666663,0.515208333333333
419.0,0.5985416666666665
421.3333333333333,0.5589583333333332
423.66666666666663,0.6422916666666667
426.0,0.6443749999999999
428.3333333333333,0.619375
430.66666666666663,0.5277083333333332
433.0,0.6839583333333332
435.3333333333333,0.6027083333333334
437.66666666666663,0.6006249999999997
440.0,0.6068749999999998
442.3333333333333,0.7381249999999999
444.66666666666663,0.6297916666666665
447.0,0.5672916666666665
449.3333333333333,0.6422916666666667
451.66666666666663,0.6672916666666666
454.0,0.5652083333333333
456.3333333333333,0.463125
458.66666666666663,0.5485416666666667
461.0,0.5589583333333332
463.3333333333333,0.5902083333333332
465.66666666666663,0.5172916666666667
468.0,0.5214583333333331
470.3333333333333,0.5610416666666664
472.66666666666663,0.5006250000000001
475.0,0.5047916666666665
477.3333333333333,0.5860416666666668
479.66666666666663,0.7672916666666667
482.0,0.7735416666666668
484.3333333333333,0.6881250000000001
486.6666666666667,0.7506250000000001
489.0,0.7902083333333334
491.3333333333333,0.8110416666666664
493.6666666666667,0.8881249999999998
496.0,0.9068750000000001
498.3333333333333,0.8360416666666668
500.6666666666667,0.7610416666666666
503.0,0.7360416666666667
505.3333333333333,0.7006249999999998
507.6666666666667,0.6652083333333334
510.0,0.671458333333333
512.3333333333334,0.7714583333333331
514.6666666666666,0.7047916666666667
517.0,0.6964583333333334
519.3333333333334,0.6610416666666665
521.6666666666666,0.7089583333333331
524.0,0.6922916666666665
526.3333333333334,0.7506250000000001
528.6666666666666,0.6381249999999998
531.0,0.6568750000000001
533.3333333333334,0.7152083333333332
535.6666666666666,0.619375
538.0,0.6589583333333333
540.3333333333334,0.5714583333333334
542.6666666666666,0.39645833333333313
545.0,0.4922916666666668
547.3333333333334,0.5402083333333334
549.6666666666666,0.6172916666666668
552.0,0.5131249999999998
554.3333333333334,0.3943749999999999
556.6666666666666,0.3089583333333332
559.0,0.39020833333333305
561.3333333333334,0.3631249999999999
563.6666666666666,0.42145833333333305
566.0,0.3922916666666667
568.3333333333334,0.3714583333333332
570.6666666666666,0.3006249999999999
573.0,0.22770833333333318
575.3333333333334,0.23187499999999983
577.6666666666666,0.2506249999999999
580.0,0.3131250000000001
582.3333333333334,0.2214583333333333
584.6666666666666,0.244375
587.0,0.19229166666666653
589.3333333333334,0.20062499999999983
