Wavelength,Intensity
315.0,4.725833333333332
316.0,5.007083333333332
317.0,5.398749999999998
318.0,6.157083333333331
319.0,6.532083333333331
320.0,7.75708333333333
321.0,8.948749999999997
322.0,10.659166666666664
323.0,12.39875
324.0,14.557083333333331
325.0,17.109166666666663
326.0,19.590416666666666
327.0,21.823749999999997
328.0,24.71125
329.0,27.67375
330.0,30.52375
331.0,33.165416666666665
332.0,36.065416666666664
333.0,39.098749999999995
334.0,41.82583333333333
335.0,44.27166666666667
336.0,46.77791666666666
337.0,48.855
338.0,51.04458333333333
339.0,53.071666666666665
340.0,55.502916666666664
341.0,58.08208333333333
342.0,60.74041666666666
343.0,63.30708333333334
344.0,65.99458333333334
345.0,68.00916666666666
346.0,69.58624999999999
347.0,70.70916666666666
348.0,71.63625
349.0,71.93416666666667
350.0,71.67999999999999
351.0,70.54666666666667
352.0,68.80708333333334
353.0,66.46958333333333
354.0,63.8925
355.0,60.70916666666666
356.0,56.815416666666664
357.0,52.86333333333333
358.0,49.1175
359.0,45.605
360.0,42.348749999999995
361.0,39.16958333333333
362.0,36.692499999999995
363.0,34.06333333333333
364.0,31.81125
365.0,29.465416666666663
366.0,26.996666666666663
367.0,25.065416666666664
368.0,23.502916666666664
369.0,21.521666666666665
370.0,19.72375
371.0,18.05708333333333
372.0,16.857083333333332
373.0,15.644583333333333
374.0,15.025833333333331
375.0,14.33625
376.0,13.763333333333332
377.0,13.479999999999997
378.0,13.44458333333333
379.0,13.346666666666664
380.0,13.548749999999998
381.0,13.573749999999997
382.0,13.786249999999999
383.0,13.832083333333333
384.0,14.021666666666665
385.0,14.673749999999998
386.0,15.340416666666666
387.0,15.859166666666663
388.0,16.77375
389.0,17.54875
390.0,18.83625
391.0,19.894583333333333
392.0,21.3175
393.0,22.909166666666664
394.0,24.657083333333333
395.0,26.565416666666664
396.0,28.848749999999995
397.0,30.49875
398.0,32.75083333333333
399.0,34.50083333333333
400.0,36.21541666666666
401.0,38.21541666666666
402.0,39.70291666666667
403.0,41.2425
404.0,42.440416666666664
405.0,43.534166666666664
406.0,44.21125
407.0,44.49666666666666
408.0,44.52583333333333
409.0,44.62583333333333
410.0,44.3425
411.0,43.4925
412.0,42.65708333333333
413.0,41.95291666666667
414.0,41.727916666666665
415.0,41.973749999999995
416.0,42.69875
417.0,43.661249999999995
418.0,44.77375
419.0,45.73208333333333
420.0,46.55916666666666
421.0,47.34041666666666
422.0,48.19875
423.0,48.95916666666667
424.0,49.68208333333333
425.0,50.0425
426.0,50.33416666666667
427.0,50.48416666666667
428.0,50.705
429.0,50.66958333333333
430.0,50.502916666666664
431.0,50.36958333333333
432.0,50.05916666666666
433.0,49.83416666666667
434.0,49.52791666666666
435.0,49.30083333333333
436.0,48.93833333333333
437.0,48.55708333333333
438.0,47.98833333333333
439.0,47.634166666666665
440.0,47.223749999999995
441.0,46.96125
442.0,46.884166666666665
443.0,46.70083333333333
444.0,46.45291666666667
445.0,46.38625
446.0,46.12583333333333
447.0,45.9175
448.0,45.377916666666664
449.0,45.004999999999995
450.0,44.52166666666667
451.0,44.07583333333333
452.0,43.45291666666667
453.0,43.00083333333333
454.0,42.288333333333334
455.0,41.634166666666665
456.0,41.01125
457.0,40.38625
458.0,39.655
459.0,38.92166666666667
460.0,38.06125
461.0,37.27791666666666
462.0,36.33416666666667
463.0,36.52166666666667
464.0,38.475833333333334
465.0,42.132083333333334
466.0,47.34041666666666
467.0,52.319583333333334
468.0,57.18416666666667
469.0,61.46958333333333
470.0,64.36333333333333
471.0,66.25083333333333
472.0,67.67583333333333
473.0,68.38208333333333
474.0,68.26958333333333
475.0,67.93625
476.0,67.13416666666666
477.0,65.96958333333333
478.0,64.80499999999999
479.0,63.504999999999995
480.0,61.940416666666664
481.0,60.405
482.0,58.950833333333335
483.0,57.36541666666666
484.0,55.7675
485.0,54.21333333333333
486.0,52.321666666666665
487.0,50.56125
488.0,49.009166666666665
489.0,47.377916666666664
490.0,45.55708333333333
491.0,43.85916666666667
492.0,42.49666666666666
493.0,41.28
494.0,39.70708333333333
495.0,38.70708333333333
496.0,37.852916666666665
497.0,37.01958333333333
498.0,36.411249999999995
499.0,35.596666666666664
500.0,34.819583333333334
501.0,33.95083333333333
502.0,33.100833333333334
503.0,32.2175
504.0,31.442499999999995
505.0,30.719583333333333
506.0,29.96333333333333
507.0,28.89666666666667
508.0,27.89458333333333
509.0,26.96125
510.0,25.99458333333333
511.0,25.36541666666667
512.0,24.261249999999997
513.0,23.42375
514.0,22.340416666666666
515.0,21.302916666666665
516.0,20.169583333333332
517.0,18.909166666666664
518.0,17.409166666666664
519.0,16.09875
520.0,14.457083333333333
521.0,13.034166666666664
522.0,11.407083333333333
523.0,9.915416666666665
524.0,8.169583333333332
525.0,6.734166666666665
526.0,5.650833333333331
527.0,4.592499999999998
528.0,3.617499999999998
529.0,2.6049999999999986
530.0,1.6424999999999983
531.0,0.973749999999999
